Shimmer_B640_Timestamp_FormattedUnix_CAL,Shimmer_B640_PPG_A13_CAL
yyyy/mm/dd hh:mm:ss.000,mV
52:22.9,1247.619048
52:22.9,1246.886447
52:22.9,1243.956044
52:22.9,1241.025641
52:22.9,1238.095238
52:22.9,1235.897436
52:22.9,1234.432234
52:22.9,1232.967033
52:22.9,1230.769231
52:22.9,1229.304029
52:22.9,1227.106227
52:22.9,1227.106227
52:23.0,1228.571429
52:23.0,1235.164835
52:23.0,1243.956044
52:23.0,1254.945055
52:23.0,1268.131868
52:23.0,1281.318681
52:23.0,1293.772894
52:23.0,1306.959707
52:23.0,1319.413919
52:23.0,1331.135531
52:23.0,1339.92674
52:23.0,1344.322344
52:23.0,1346.520147
52:23.1,1347.252747
52:23.1,1346.520147
52:23.1,1342.857143
52:23.1,1336.263736
52:23.1,1328.937729
52:23.1,1320.879121
52:23.1,1315.018315
52:23.1,1308.424908
52:23.1,1302.564103
52:23.1,1298.168498
52:23.1,1295.970696
52:23.1,1298.901099
52:23.2,1301.831502
52:23.2,1301.831502
52:23.2,1299.6337
52:23.2,1293.040293
52:23.2,1284.981685
52:23.2,1276.923077
52:23.2,1269.59707
52:23.2,1265.934066
52:23.2,1265.201465
52:23.2,1265.934066
52:23.2,1268.864469
52:23.2,1272.527473
52:23.2,1273.992674
52:23.3,1274.725275
52:23.3,1275.457875
52:23.3,1274.725275
52:23.3,1273.260073
52:23.3,1271.062271
52:23.3,1267.399267
52:23.3,1264.468864
52:23.3,1261.538462
52:23.3,1256.410256
52:23.3,1248.351648
52:23.3,1240.29304
52:23.3,1231.501832
52:23.3,1221.978022
52:23.4,1213.186813
52:23.4,1201.465201
52:23.4,1186.813187
52:23.4,1169.230769
52:23.4,1152.380952
52:23.4,1134.065934
52:23.4,1115.018315
52:23.4,1094.505495
52:23.4,1074.725275
52:23.4,1054.212454
52:23.4,1035.897436
52:23.4,1019.78022
52:23.4,1004.395604
52:23.5,992.6739927
52:23.5,982.4175824
52:23.5,975.0915751
52:23.5,969.2307692
52:23.5,967.7655678
52:23.5,971.4285714
52:23.5,978.021978
52:23.5,988.2783883
52:23.5,1000.732601
52:23.5,1015.384615
52:23.5,1032.967033
52:23.5,1054.212454
52:23.5,1078.388278
52:23.6,1103.296703
52:23.6,1126.739927
52:23.6,1149.450549
52:23.6,1172.161172
52:23.6,1192.673993
52:23.6,1210.989011
52:23.6,1227.838828
52:23.6,1242.490842
52:23.6,1255.677656
52:23.6,1266.666667
52:23.6,1274.725275
52:23.6,1282.051282
52:23.6,1289.377289
52:23.7,1295.238095
52:23.7,1302.564103
52:23.7,1309.157509
52:23.7,1316.483516
52:23.7,1322.344322
52:23.7,1326.739927
52:23.7,1334.065934
52:23.7,1345.054945
52:23.7,1354.578755
52:23.7,1367.032967
52:23.7,1378.754579
52:23.7,1390.47619
52:23.8,1398.534799
52:23.8,1403.663004
52:23.8,1407.326007
52:23.8,1408.058608
52:23.8,1408.058608
52:23.8,1408.058608
52:23.8,1408.058608
52:23.8,1408.791209
52:23.8,1409.52381
52:23.8,1410.25641
52:23.8,1411.721612
52:23.8,1415.384615
52:23.8,1415.384615
52:23.9,1414.652015
52:23.9,1410.989011
52:23.9,1406.593407
52:23.9,1398.534799
52:23.9,1390.47619
52:23.9,1380.21978
52:23.9,1372.161172
52:23.9,1365.567766
52:23.9,1358.241758
52:23.9,1351.648352
52:23.9,1349.450549
52:23.9,1350.18315
52:23.9,1353.846154
52:24.0,1359.70696
52:24.0,1366.300366
52:24.0,1369.96337
52:24.0,1370.695971
52:24.0,1369.230769
52:24.0,1365.567766
52:24.0,1361.172161
52:24.0,1358.241758
52:24.0,1352.380952
52:24.0,1346.520147
52:24.0,1341.391941
52:24.0,1336.263736
52:24.0,1328.937729
52:24.1,1321.611722
52:24.1,1314.285714
52:24.1,1309.89011
52:24.1,1309.89011
52:24.1,1312.820513
52:24.1,1317.948718
52:24.1,1323.809524
52:24.1,1330.40293
52:24.1,1337.728938
52:24.1,1342.124542
52:24.1,1344.322344
52:24.1,1342.857143
52:24.1,1339.194139
52:24.2,1333.333333
52:24.2,1326.007326
52:24.2,1317.948718
52:24.2,1312.820513
52:24.2,1309.157509
52:24.2,1305.494505
52:24.2,1304.761905
52:24.2,1306.227106
52:24.2,1308.424908
52:24.2,1309.157509
52:24.2,1311.355311
52:24.2,1312.087912
52:24.3,1312.820513
52:24.3,1315.750916
52:24.3,1320.879121
52:24.3,1324.542125
52:24.3,1328.205128
52:24.3,1329.67033
52:24.3,1328.937729
52:24.3,1327.472527
52:24.3,1324.542125
52:24.3,1320.14652
52:24.3,1315.750916
52:24.3,1311.355311
52:24.3,1306.959707
52:24.4,1301.098901
52:24.4,1294.505495
52:24.4,1290.842491
52:24.4,1289.377289
52:24.4,1288.644689
52:24.4,1291.575092
52:24.4,1295.238095
52:24.4,1299.6337
52:24.4,1307.692308
52:24.4,1317.216117
52:24.4,1328.937729
52:24.4,1342.124542
52:24.4,1356.043956
52:24.5,1369.230769
52:24.5,1383.150183
52:24.5,1394.871795
52:24.5,1403.663004
52:24.5,1408.791209
52:24.5,1410.989011
52:24.5,1412.454212
52:24.5,1415.384615
52:24.5,1419.78022
52:24.5,1424.175824
52:24.5,1424.175824
52:24.5,1424.175824
52:24.5,1421.978022
52:24.6,1417.582418
52:24.6,1412.454212
52:24.6,1404.395604
52:24.6,1397.802198
52:24.6,1390.47619
52:24.6,1380.21978
52:24.6,1371.428571
52:24.6,1360.43956
52:24.6,1348.717949
52:24.6,1333.333333
52:24.6,1318.681319
52:24.6,1303.296703
52:24.7,1290.10989
52:24.7,1277.655678
52:24.7,1267.399267
52:24.7,1258.608059
52:24.7,1254.212454
52:24.7,1254.945055
52:24.7,1257.142857
52:24.7,1262.271062
52:24.7,1266.666667
52:24.7,1271.062271
52:24.7,1276.190476
52:24.7,1279.85348
52:24.7,1283.516484
52:24.8,1286.446886
52:24.8,1287.912088
52:24.8,1287.912088
52:24.8,1288.644689
52:24.8,1287.912088
52:24.8,1287.179487
52:24.8,1285.714286
52:24.8,1283.516484
52:24.8,1281.318681
52:24.8,1279.120879
52:24.8,1277.655678
52:24.8,1273.992674
52:24.8,1269.59707
52:24.9,1267.399267
52:24.9,1263.736264
52:24.9,1261.538462
52:24.9,1259.340659
52:24.9,1257.142857
52:24.9,1255.677656
52:24.9,1257.142857
52:24.9,1260.07326
52:24.9,1265.201465
52:24.9,1269.59707
52:24.9,1271.794872
52:24.9,1273.260073
52:24.9,1273.992674
52:25.0,1274.725275
52:25.0,1276.190476
52:25.0,1276.923077
52:25.0,1276.923077
52:25.0,1276.923077
52:25.0,1275.457875
52:25.0,1274.725275
52:25.0,1275.457875
52:25.0,1274.725275
52:25.0,1274.725275
52:25.0,1273.260073
52:25.0,1268.864469
52:25.0,1264.468864
52:25.1,1261.538462
52:25.1,1260.07326
52:25.1,1260.07326
52:25.1,1257.875458
52:25.1,1260.07326
52:25.1,1263.003663
52:25.1,1268.131868
52:25.1,1273.992674
52:25.1,1282.783883
52:25.1,1292.307692
52:25.1,1304.761905
52:25.1,1317.948718
52:25.1,1331.868132
52:25.2,1342.857143
52:25.2,1353.113553
52:25.2,1361.904762
52:25.2,1371.428571
52:25.2,1378.754579
52:25.2,1383.150183
52:25.2,1386.080586
52:25.2,1388.278388
52:25.2,1389.010989
52:25.2,1387.545788
52:25.2,1384.615385
52:25.2,1381.684982
52:25.3,1376.556777
52:25.3,1371.428571
52:25.3,1364.102564
52:25.3,1356.776557
52:25.3,1347.985348
52:25.3,1339.92674
52:25.3,1333.333333
52:25.3,1328.205128
52:25.3,1323.809524
52:25.3,1320.14652
52:25.3,1315.750916
52:25.3,1312.087912
52:25.3,1307.692308
52:25.4,1303.296703
52:25.4,1298.168498
52:25.4,1295.238095
52:25.4,1290.10989
52:25.4,1285.714286
52:25.4,1282.783883
52:25.4,1281.318681
52:25.4,1282.051282
52:25.4,1284.981685
52:25.4,1288.644689
52:25.4,1290.842491
52:25.4,1293.772894
52:25.4,1294.505495
52:25.5,1294.505495
52:25.5,1297.435897
52:25.5,1298.168498
52:25.5,1298.168498
52:25.5,1295.970696
52:25.5,1297.435897
52:25.5,1297.435897
52:25.5,1296.703297
52:25.5,1295.238095
52:25.5,1293.772894
52:25.5,1291.575092
52:25.5,1288.644689
52:25.5,1284.249084
52:25.6,1281.318681
52:25.6,1274.725275
52:25.6,1265.934066
52:25.6,1257.142857
52:25.6,1248.351648
52:25.6,1240.29304
52:25.6,1235.897436
52:25.6,1232.234432
52:25.6,1232.967033
52:25.6,1235.897436
52:25.6,1238.095238
52:25.6,1239.56044
52:25.6,1238.827839
52:25.7,1238.827839
52:25.7,1238.827839
52:25.7,1238.095238
52:25.7,1235.164835
52:25.7,1230.03663
52:25.7,1225.641026
52:25.7,1219.78022
52:25.7,1214.652015
52:25.7,1210.25641
52:25.7,1209.52381
52:25.7,1211.721612
52:25.7,1214.652015
52:25.8,1216.849817
52:25.8,1218.315018
52:25.8,1219.78022
52:25.8,1221.245421
52:25.8,1224.175824
52:25.8,1229.304029
52:25.8,1239.56044
52:25.8,1254.945055
52:25.8,1273.992674
52:25.8,1294.505495
52:25.8,1315.750916
52:25.8,1336.263736
52:25.8,1353.846154
52:25.9,1368.498168
52:25.9,1380.21978
52:25.9,1388.278388
52:25.9,1397.069597
52:25.9,1402.930403
52:25.9,1405.128205
52:25.9,1406.593407
52:25.9,1406.593407
52:25.9,1405.128205
52:25.9,1400
52:25.9,1392.673993
52:25.9,1384.615385
52:25.9,1378.754579
52:26.0,1370.695971
52:26.0,1360.43956
52:26.0,1347.985348
52:26.0,1334.798535
52:26.0,1323.076923
52:26.0,1315.018315
52:26.0,1306.959707
52:26.0,1301.098901
52:26.0,1297.435897
52:26.0,1296.703297
52:26.0,1296.703297
52:26.0,1299.6337
52:26.0,1303.296703
52:26.1,1306.959707
52:26.1,1309.89011
52:26.1,1312.087912
52:26.1,1312.087912
52:26.1,1312.820513
52:26.1,1310.622711
52:26.1,1307.692308
52:26.1,1305.494505
52:26.1,1304.029304
52:26.1,1302.564103
52:26.1,1301.831502
52:26.1,1300.3663
52:26.1,1300.3663
52:26.2,1301.098901
52:26.2,1303.296703
52:26.2,1305.494505
52:26.2,1306.959707
52:26.2,1304.761905
52:26.2,1301.098901
52:26.2,1298.168498
52:26.2,1295.970696
52:26.2,1293.040293
52:26.2,1291.575092
52:26.2,1289.377289
52:26.2,1286.446886
52:26.3,1281.318681
52:26.3,1276.923077
52:26.3,1271.794872
52:26.3,1266.666667
52:26.3,1263.003663
52:26.3,1260.805861
52:26.3,1257.875458
52:26.3,1257.142857
52:26.3,1255.677656
52:26.3,1255.677656
52:26.3,1254.212454
52:26.3,1254.212454
52:26.3,1257.142857
52:26.4,1262.271062
52:26.4,1267.399267
52:26.4,1271.062271
52:26.4,1270.32967
52:26.4,1267.399267
52:26.4,1267.399267
52:26.4,1266.666667
52:26.4,1266.666667
52:26.4,1267.399267
52:26.4,1267.399267
52:26.4,1266.666667
52:26.4,1263.736264
52:26.4,1259.340659
52:26.5,1254.212454
52:26.5,1247.619048
52:26.5,1241.758242
52:26.5,1235.164835
52:26.5,1230.769231
52:26.5,1229.304029
52:26.5,1229.304029
52:26.5,1232.967033
52:26.5,1237.362637
52:26.5,1241.758242
52:26.5,1246.886447
52:26.5,1254.212454
52:26.5,1262.271062
52:26.6,1271.062271
52:26.6,1278.388278
52:26.6,1287.912088
52:26.6,1299.6337
52:26.6,1311.355311
52:26.6,1326.007326
52:26.6,1343.589744
52:26.6,1361.172161
52:26.6,1375.824176
52:26.6,1386.813187
52:26.6,1393.406593
52:26.6,1398.534799
52:26.6,1400.732601
52:26.7,1397.069597
52:26.7,1389.74359
52:26.7,1381.684982
52:26.7,1372.161172
52:26.7,1359.70696
52:26.7,1346.520147
52:26.7,1334.798535
52:26.7,1326.739927
52:26.7,1321.611722
52:26.7,1320.14652
52:26.7,1320.879121
52:26.7,1320.879121
52:26.8,1319.413919
52:26.8,1318.681319
52:26.8,1317.216117
52:26.8,1315.750916
52:26.8,1313.553114
52:26.8,1309.89011
52:26.8,1308.424908
52:26.8,1307.692308
52:26.8,1303.296703
52:26.8,1301.098901
52:26.8,1298.168498
52:26.8,1297.435897
52:26.8,1293.040293
52:26.9,1288.644689
52:26.9,1283.516484
52:26.9,1279.120879
52:26.9,1274.725275
52:26.9,1271.794872
52:26.9,1270.32967
52:26.9,1271.062271
52:26.9,1270.32967
52:26.9,1271.062271
52:26.9,1275.457875
52:26.9,1281.318681
52:26.9,1287.912088
52:26.9,1296.703297
52:27.0,1304.029304
52:27.0,1309.89011
52:27.0,1315.018315
52:27.0,1318.681319
52:27.0,1322.344322
52:27.0,1324.542125
52:27.0,1324.542125
52:27.0,1323.076923
52:27.0,1320.879121
52:27.0,1320.14652
52:27.0,1317.948718
52:27.0,1315.750916
52:27.0,1315.018315
52:27.1,1312.820513
52:27.1,1306.959707
52:27.1,1301.831502
52:27.1,1297.435897
52:27.1,1293.040293
52:27.1,1289.377289
52:27.1,1286.446886
52:27.1,1282.783883
52:27.1,1280.586081
52:27.1,1276.190476
52:27.1,1271.794872
52:27.1,1268.131868
52:27.1,1267.399267
52:27.2,1267.399267
52:27.2,1269.59707
52:27.2,1273.260073
52:27.2,1278.388278
52:27.2,1282.783883
52:27.2,1287.912088
52:27.2,1291.575092
52:27.2,1296.703297
52:27.2,1302.564103
52:27.2,1309.157509
52:27.2,1317.216117
52:27.2,1326.007326
52:27.3,1334.065934
52:27.3,1342.124542
52:27.3,1350.915751
52:27.3,1358.241758
52:27.3,1362.637363
52:27.3,1365.567766
52:27.3,1367.032967
52:27.3,1367.032967
52:27.3,1364.102564
52:27.3,1358.974359
52:27.3,1353.846154
52:27.3,1349.450549
52:27.3,1346.520147
52:27.4,1345.787546
52:27.4,1346.520147
52:27.4,1347.252747
52:27.4,1346.520147
52:27.4,1344.322344
52:27.4,1339.92674
52:27.4,1336.263736
52:27.4,1330.40293
52:27.4,1325.274725
52:27.4,1320.14652
52:27.4,1313.553114
52:27.4,1304.761905
52:27.4,1295.238095
52:27.5,1287.912088
52:27.5,1281.318681
52:27.5,1276.190476
52:27.5,1273.992674
52:27.5,1274.725275
52:27.5,1277.655678
52:27.5,1281.318681
52:27.5,1284.249084
52:27.5,1288.644689
52:27.5,1293.772894
52:27.5,1297.435897
52:27.5,1298.901099
52:27.5,1301.098901
52:27.6,1301.831502
52:27.6,1302.564103
52:27.6,1303.296703
52:27.6,1302.564103
52:27.6,1299.6337
52:27.6,1295.970696
52:27.6,1290.842491
52:27.6,1287.179487
52:27.6,1284.981685
52:27.6,1281.318681
52:27.6,1279.85348
52:27.6,1276.190476
52:27.6,1271.794872
52:27.7,1265.934066
52:27.7,1262.271062
52:27.7,1258.608059
52:27.7,1257.875458
52:27.7,1255.677656
52:27.7,1253.479853
52:27.7,1252.014652
52:27.7,1249.81685
52:27.7,1248.351648
52:27.7,1246.153846
52:27.7,1244.688645
52:27.7,1244.688645
52:27.8,1246.886447
52:27.8,1249.084249
52:27.8,1252.747253
52:27.8,1256.410256
52:27.8,1259.340659
52:27.8,1260.07326
52:27.8,1259.340659
52:27.8,1261.538462
52:27.8,1264.468864
52:27.8,1267.399267
52:27.8,1268.864469
52:27.8,1268.131868
52:27.8,1268.131868
52:27.9,1268.864469
52:27.9,1272.527473
52:27.9,1276.923077
52:27.9,1280.586081
52:27.9,1285.714286
52:27.9,1292.307692
52:27.9,1299.6337
52:27.9,1308.424908
52:27.9,1318.681319
52:27.9,1329.67033
52:27.9,1339.194139
52:27.9,1347.252747
52:27.9,1353.846154
52:28.0,1356.776557
52:28.0,1358.241758
52:28.0,1359.70696
52:28.0,1359.70696
52:28.0,1361.172161
52:28.0,1362.637363
52:28.0,1360.43956
52:28.0,1356.043956
52:28.0,1347.985348
52:28.0,1340.659341
52:28.0,1333.333333
52:28.0,1327.472527
52:28.0,1321.611722
52:28.1,1317.216117
52:28.1,1312.820513
52:28.1,1309.157509
52:28.1,1306.227106
52:28.1,1303.296703
52:28.1,1298.901099
52:28.1,1296.703297
52:28.1,1297.435897
52:28.1,1298.901099
52:28.1,1300.3663
52:28.1,1302.564103
52:28.1,1304.029304
52:28.1,1305.494505
52:28.2,1305.494505
52:28.2,1305.494505
52:28.2,1305.494505
52:28.2,1306.959707
52:28.2,1308.424908
52:28.2,1306.959707
52:28.2,1304.029304
52:28.2,1300.3663
52:28.2,1298.168498
52:28.2,1298.168498
52:28.2,1300.3663
52:28.2,1305.494505
52:28.3,1312.087912
52:28.3,1317.948718
52:28.3,1322.344322
52:28.3,1325.274725
52:28.3,1327.472527
52:28.3,1328.937729
52:28.3,1328.205128
52:28.3,1326.007326
52:28.3,1323.809524
52:28.3,1321.611722
52:28.3,1320.14652
52:28.3,1319.413919
52:28.3,1317.948718
52:28.4,1318.681319
52:28.4,1320.14652
52:28.4,1320.14652
52:28.4,1322.344322
52:28.4,1325.274725
52:28.4,1329.67033
52:28.4,1335.531136
52:28.4,1340.659341
52:28.4,1344.322344
52:28.4,1347.985348
52:28.4,1349.450549
52:28.4,1352.380952
52:28.4,1357.509158
52:28.5,1362.637363
52:28.5,1366.300366
52:28.5,1367.032967
52:28.5,1367.032967
52:28.5,1366.300366
52:28.5,1363.369963
52:28.5,1360.43956
52:28.5,1359.70696
52:28.5,1361.172161
52:28.5,1364.835165
52:28.5,1369.96337
52:28.5,1376.556777
52:28.5,1385.347985
52:28.6,1394.139194
52:28.6,1404.395604
52:28.6,1416.117216
52:28.6,1429.304029
52:28.6,1442.490842
52:28.6,1453.479853
52:28.6,1463.003663
52:28.6,1470.32967
52:28.6,1477.655678
52:28.6,1482.051282
52:28.6,1487.179487
52:28.6,1492.307692
52:28.6,1497.435897
52:28.7,1499.6337
52:28.7,1502.564103
52:28.7,1506.227106
52:28.7,1506.959707
52:28.7,1506.959707
52:28.7,1506.227106
52:28.7,1505.494505
52:28.7,1504.029304
52:28.7,1502.564103
52:28.7,1501.098901
52:28.7,1500.3663
52:28.7,1498.901099
52:28.8,1497.435897
52:28.8,1493.040293
52:28.8,1487.912088
52:28.8,1481.318681
52:28.8,1473.260073
52:28.8,1463.736264
52:28.8,1452.747253
52:28.8,1443.223443
52:28.8,1435.164835
52:28.8,1429.304029
52:28.8,1425.641026
52:28.8,1424.908425
52:28.8,1425.641026
52:28.9,1424.175824
52:28.9,1424.908425
52:28.9,1424.908425
52:28.9,1424.175824
52:28.9,1420.512821
52:28.9,1416.117216
52:28.9,1410.989011
52:28.9,1406.593407
52:28.9,1400.732601
52:28.9,1394.139194
52:28.9,1387.545788
52:28.9,1378.754579
52:28.9,1369.96337
52:29.0,1361.172161
52:29.0,1353.846154
52:29.0,1347.985348
52:29.0,1344.322344
52:29.0,1342.124542
52:29.0,1341.391941
52:29.0,1341.391941
52:29.0,1340.659341
52:29.0,1337.728938
52:29.0,1335.531136
52:29.0,1332.600733
52:29.0,1331.868132
52:29.0,1331.135531
52:29.1,1330.40293
52:29.1,1327.472527
52:29.1,1323.809524
52:29.1,1317.948718
52:29.1,1316.483516
52:29.1,1314.285714
52:29.1,1312.087912
52:29.1,1308.424908
52:29.1,1304.761905
52:29.1,1301.831502
52:29.1,1299.6337
52:29.1,1297.435897
52:29.1,1296.703297
52:29.2,1297.435897
52:29.2,1298.168498
52:29.2,1296.703297
52:29.2,1294.505495
52:29.2,1294.505495
52:29.2,1295.238095
52:29.2,1297.435897
52:29.2,1300.3663
52:29.2,1301.831502
52:29.2,1305.494505
52:29.2,1315.750916
52:29.2,1331.868132
52:29.3,1350.18315
52:29.3,1369.96337
52:29.3,1389.74359
52:29.3,1409.52381
52:29.3,1427.106227
52:29.3,1440.29304
52:29.3,1448.351648
52:29.3,1455.677656
52:29.3,1460.07326
52:29.3,1463.736264
52:29.3,1465.934066
52:29.3,1465.934066
52:29.3,1466.666667
52:29.4,1467.399267
52:29.4,1468.131868
52:29.4,1468.864469
52:29.4,1470.32967
52:29.4,1469.59707
52:29.4,1466.666667
52:29.4,1461.538462
52:29.4,1454.945055
52:29.4,1450.549451
52:29.4,1448.351648
52:29.4,1452.014652
52:29.4,1455.677656
52:29.4,1459.340659
52:29.5,1462.271062
52:29.5,1463.736264
52:29.5,1463.003663
52:29.5,1461.538462
52:29.5,1461.538462
52:29.5,1457.875458
52:29.5,1452.014652
52:29.5,1445.421245
52:29.5,1439.56044
52:29.5,1434.432234
52:29.5,1429.304029
52:29.5,1427.106227
52:29.5,1424.908425
52:29.6,1424.175824
52:29.6,1421.978022
52:29.6,1420.512821
52:29.6,1417.582418
52:29.6,1411.721612
52:29.6,1403.663004
52:29.6,1394.871795
52:29.6,1384.615385
52:29.6,1373.626374
52:29.6,1366.300366
52:29.6,1360.43956
52:29.6,1354.578755
52:29.6,1352.380952
52:29.7,1349.450549
52:29.7,1348.717949
52:29.7,1347.252747
52:29.7,1345.787546
52:29.7,1345.054945
52:29.7,1345.787546
52:29.7,1345.787546
52:29.7,1344.322344
52:29.7,1344.322344
52:29.7,1345.787546
52:29.7,1346.520147
52:29.7,1347.252747
52:29.8,1347.985348
52:29.8,1349.450549
52:29.8,1350.18315
52:29.8,1352.380952
52:29.8,1353.113553
52:29.8,1350.915751
52:29.8,1347.252747
52:29.8,1344.322344
52:29.8,1342.124542
52:29.8,1340.659341
52:29.8,1339.194139
52:29.8,1336.996337
52:29.8,1334.065934
52:29.9,1330.40293
52:29.9,1326.007326
52:29.9,1321.611722
52:29.9,1317.216117
52:29.9,1315.750916
52:29.9,1315.018315
52:29.9,1317.216117
52:29.9,1321.611722
52:29.9,1328.205128
52:29.9,1335.531136
52:29.9,1344.322344
52:29.9,1355.311355
52:29.9,1368.498168
52:30.0,1384.615385
52:30.0,1400.732601
52:30.0,1414.652015
52:30.0,1427.838828
52:30.0,1438.827839
52:30.0,1446.153846
52:30.0,1453.479853
52:30.0,1458.608059
52:30.0,1464.468864
52:30.0,1468.131868
52:30.0,1472.527473
52:30.0,1476.190476
52:30.0,1481.318681
52:30.1,1482.783883
52:30.1,1484.249084
52:30.1,1487.179487
52:30.1,1486.446886
52:30.1,1482.051282
52:30.1,1476.923077
52:30.1,1471.062271
52:30.1,1463.736264
52:30.1,1456.410256
52:30.1,1449.084249
52:30.1,1443.956044
52:30.1,1440.29304
52:30.1,1437.362637
52:30.2,1435.164835
52:30.2,1431.501832
52:30.2,1428.571429
52:30.2,1424.908425
52:30.2,1421.978022
52:30.2,1416.849817
52:30.2,1413.919414
52:30.2,1409.52381
52:30.2,1406.593407
52:30.2,1404.395604
52:30.2,1403.663004
52:30.2,1401.465201
52:30.3,1402.930403
52:30.3,1405.860806
52:30.3,1410.989011
52:30.3,1418.315018
52:30.3,1426.373626
52:30.3,1432.967033
52:30.3,1437.362637
52:30.3,1435.164835
52:30.3,1429.304029
52:30.3,1421.245421
52:30.3,1413.919414
52:30.3,1408.058608
52:30.3,1405.860806
52:30.4,1404.395604
52:30.4,1402.197802
52:30.4,1397.069597
52:30.4,1392.673993
52:30.4,1387.545788
52:30.4,1381.684982
52:30.4,1375.824176
52:30.4,1369.96337
52:30.4,1364.102564
52:30.4,1360.43956
52:30.4,1355.311355
52:30.4,1351.648352
52:30.4,1348.717949
52:30.5,1347.252747
52:30.5,1345.787546
52:30.5,1345.787546
52:30.5,1346.520147
52:30.5,1345.787546
52:30.5,1342.857143
52:30.5,1339.92674
52:30.5,1338.461538
52:30.5,1339.194139
52:30.5,1342.857143
52:30.5,1348.717949
52:30.5,1354.578755
52:30.5,1361.172161
52:30.6,1365.567766
52:30.6,1369.96337
52:30.6,1372.893773
52:30.6,1375.824176
52:30.6,1381.684982
52:30.6,1390.47619
52:30.6,1402.197802
52:30.6,1413.919414
52:30.6,1428.571429
52:30.6,1446.153846
52:30.6,1466.666667
52:30.6,1489.377289
52:30.6,1514.285714
52:30.7,1539.194139
52:30.7,1561.172161
52:30.7,1582.417582
52:30.7,1602.197802
52:30.7,1617.582418
52:30.7,1627.106227
52:30.7,1632.234432
52:30.7,1635.164835
52:30.7,1633.699634
52:30.7,1626.373626
52:30.7,1615.384615
52:30.7,1602.930403
52:30.8,1588.278388
52:30.8,1573.626374
52:30.8,1555.311355
52:30.8,1538.461538
52:30.8,1520.879121
52:30.8,1504.029304
52:30.8,1490.10989
52:30.8,1479.120879
52:30.8,1469.59707
52:30.8,1461.538462
52:30.8,1454.212454
52:30.8,1446.886447
52:30.8,1441.025641
52:30.9,1438.095238
52:30.9,1434.432234
52:30.9,1430.769231
52:30.9,1427.106227
52:30.9,1420.512821
52:30.9,1412.454212
52:30.9,1407.326007
52:30.9,1403.663004
52:30.9,1401.465201
52:30.9,1400
52:30.9,1397.802198
52:30.9,1397.069597
52:30.9,1397.069597
52:31.0,1396.336996
52:31.0,1394.871795
52:31.0,1394.871795
52:31.0,1394.139194
52:31.0,1392.673993
52:31.0,1392.673993
52:31.0,1389.010989
52:31.0,1385.347985
52:31.0,1383.150183
52:31.0,1379.487179
52:31.0,1379.487179
52:31.0,1375.824176
52:31.0,1371.428571
52:31.1,1366.300366
52:31.1,1362.637363
52:31.1,1358.974359
52:31.1,1355.311355
52:31.1,1349.450549
52:31.1,1343.589744
52:31.1,1338.461538
52:31.1,1334.798535
52:31.1,1332.600733
52:31.1,1331.135531
52:31.1,1328.205128
52:31.1,1325.274725
52:31.1,1321.611722
52:31.2,1317.948718
52:31.2,1313.553114
52:31.2,1309.89011
52:31.2,1304.029304
52:31.2,1299.6337
52:31.2,1298.168498
52:31.2,1299.6337
52:31.2,1306.227106
52:31.2,1316.483516
52:31.2,1331.868132
52:31.2,1358.241758
52:31.2,1394.871795
52:31.3,1440.29304
52:31.3,1491.575092
52:31.3,1547.252747
52:31.3,1602.930403
52:31.3,1655.677656
52:31.3,1703.296703
52:31.3,1745.054945
52:31.3,1780.952381
52:31.3,1812.454212
52:31.3,1837.362637
52:31.3,1852.747253
52:31.3,1862.271062
52:31.3,1867.399267
52:31.4,1867.399267
52:31.4,1863.003663
52:31.4,1854.945055
52:31.4,1843.956044
52:31.4,1826.373626
52:31.4,1806.593407
52:31.4,1781.684982
52:31.4,1755.311355
52:31.4,1725.274725
52:31.4,1695.970696
52:31.4,1667.399267
52:31.4,1638.095238
52:31.4,1608.791209
52:31.5,1583.882784
52:31.5,1563.369963
52:31.5,1547.985348
52:31.5,1536.996337
52:31.5,1528.937729
52:31.5,1520.879121
52:31.5,1512.820513
52:31.5,1503.296703
52:31.5,1494.505495
52:31.5,1486.446886
52:31.5,1476.923077
52:31.5,1464.468864
52:31.5,1450.549451
52:31.6,1436.630037
52:31.6,1423.443223
52:31.6,1408.058608
52:31.6,1392.673993
52:31.6,1378.754579
52:31.6,1366.300366
52:31.6,1354.578755
52:31.6,1345.054945
52:31.6,1340.659341
52:31.6,1341.391941
52:31.6,1345.787546
52:31.6,1350.915751
52:31.6,1353.846154
52:31.7,1355.311355
52:31.7,1355.311355
52:31.7,1353.846154
52:31.7,1353.113553
52:31.7,1350.915751
52:31.7,1347.252747
52:31.7,1341.391941
52:31.7,1336.263736
52:31.7,1332.600733
52:31.7,1326.739927
52:31.7,1321.611722
52:31.7,1318.681319
52:31.8,1319.413919
52:31.8,1321.611722
52:31.8,1325.274725
52:31.8,1326.739927
52:31.8,1328.205128
52:31.8,1330.40293
52:31.8,1331.135531
52:31.8,1333.333333
52:31.8,1336.996337
52:31.8,1340.659341
52:31.8,1344.322344
52:31.8,1347.252747
52:31.8,1350.18315
52:31.9,1352.380952
52:31.9,1351.648352
52:31.9,1348.717949
52:31.9,1343.589744
52:31.9,1341.391941
52:31.9,1339.194139
52:31.9,1338.461538
52:31.9,1339.92674
52:31.9,1343.589744
52:31.9,1353.113553
